rtp,variance,hit_frequency,bonus_frequency,expected_payout_per_base_spin,total_base_spins,total_steps,total_payout,total_bet_cost,winning_steps,bonus_entries,duration_sec,gpu_used,variance_reduction,final_balance,batch_number,config_file
0.0,0.0,0.0,0.054,0.0,1000,1540,0.0,1000.0,0,54,1.9571845531463623,False,,-1000.0,1,sample_slot_game.json
